Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2005;75;8;2;0.046;40.2465;18.48883;77
MEDITS-GSA18;2005;76;8;2;0.046;40.302;18.44617;78.5
MEDITS-GSA18;2005;77;8;4;0.09;40.37825;18.61675;359.5
MEDITS-GSA18;2005;78;8;5;0.09;40.43183;18.63667;544
MEDITS-GSA18;2005;79;8;3;0.045;40.43342;18.53783;118.5
MEDITS-GSA18;2005;80;8;1;0.044;41.13383;16.94483;42
MEDITS-GSA18;2005;81;8;3;0.047;40.64767;18.49808;146
MEDITS-GSA18;2005;83;8;3;0.046;40.63242;18.44833;125
MEDITS-GSA18;2005;84;8;3;0.046;40.60117;18.498;119.5
MEDITS-GSA18;2005;85;8;4;0.09;40.66933;18.54275;381
MEDITS-GSA18;2005;86;8;5;0.09;40.60375;18.61158;556.5
MEDITS-GSA18;2005;88;8;2;0.046;40.59167;18.268;90
MEDITS-GSA18;2005;89;8;3;0.046;40.6745;18.40142;123.5
MEDITS-GSA18;2005;90;8;3;0.046;40.64617;18.39942;118
MEDITS-GSA18;2005;93;8;3;0.046;40.67958;18.33983;118.5
MEDITS-GSA18;2005;94;8;4;0.097;40.693;18.456;263
MEDITS-GSA18;2005;95;8;3;0.046;40.7035;18.28633;120.5
MEDITS-GSA18;2005;96;8;4;0.09;40.74483;18.37792;264
MEDITS-GSA18;2005;97;8;3;0.046;40.78817;18.00833;110.5
MEDITS-GSA18;2005;98;8;5;0.09;40.76508;18.41067;529.5
MEDITS-GSA18;2005;99;8;1;0.044;41.123;16.98917;47.5
MEDITS-GSA18;2005;100;8;1;0.041;41.20108;16.73725;43
MEDITS-GSA18;2005;101;8;2;0.045;40.87933;17.53975;62
MEDITS-GSA18;2005;102;8;3;0.046;41.16717;17.15242;120
MEDITS-GSA18;2005;103;8;3;0.048;41.154;17.12775;115
MEDITS-GSA18;2005;104;8;2;0.046;41.12917;17.06575;90
MEDITS-GSA18;2005;105;8;2;0.046;41.18942;16.80667;55
MEDITS-GSA18;2005;106;8;3;0.046;41.25567;16.9575;112
MEDITS-GSA18;2005;107;8;3;0.046;41.18908;17.08317;119.5
MEDITS-GSA18;2005;108;8;2;0.043;41.36917;16.53258;56.5
MEDITS-GSA18;2005;109;8;1;0.045;41.28342;16.578;42
MEDITS-GSA18;2005;110;8;3;0.046;41.45383;16.84458;113.5
MEDITS-GSA18;2005;111;8;3;0.045;41.42017;16.81675;108.5
MEDITS-GSA18;2005;112;8;2;0.042;41.33542;16.55908;55.5
MEDITS-GSA18;2005;113;8;3;0.043;41.48983;16.85342;119
MEDITS-GSA18;2005;116;8;5;0.087;41.55608;17.15567;527
MEDITS-GSA18;2005;117;8;1;0.043;41.79883;16.3335;33
MEDITS-GSA18;2005;118;8;1;0.053;41.66817;16.37492;42.5
MEDITS-GSA18;2005;121;8;1;0.045;41.70683;16.30458;22.5
MEDITS-GSA18;2005;123;8;1;0.047;41.50133;16.40392;46
MEDITS-GSA18;2005;124;8;2;0.044;41.62675;16.40783;50.5
MEDITS-GSA18;2005;125;8;1;0.044;41.43375;16.43875;47.5
MEDITS-GSA18;2005;126;8;2;0.045;41.75308;16.40642;57
MEDITS-GSA18;2005;128;8;2;0.045;41.57483;16.48867;69.5
MEDITS-GSA18;2005;129;8;2;0.045;41.60142;16.43975;58.5
MEDITS-GSA18;2005;131;8;2;0.045;41.49617;16.53167;73.5
MEDITS-GSA18;2005;132;8;3;0.043;41.90683;16.64225;126.5
MEDITS-GSA18;2005;133;8;3;0.043;41.87733;16.66792;128
MEDITS-GSA18;2005;134;8;3;0.045;41.84417;16.67533;116
MEDITS-GSA18;2005;135;8;3;0.043;41.523;16.85408;122.5
MEDITS-GSA18;2005;136;8;3;0.046;41.31058;16.84842;105
MEDITS-GSA18;2005;137;8;3;0.045;41.55583;16.87633;130.5
MEDITS-GSA18;2005;138;8;3;0.046;41.22967;17.01692;117
MEDITS-GSA18;2005;139;8;4;0.089;41.92467;16.81958;220.5
MEDITS-GSA18;2005;142;8;4;0.09;41.52008;17.09142;404.5
MEDITS-GSA18;2005;143;8;5;0.087;42.01792;16.99483;527
MEDITS-GSA18;2005;144;8;5;0.087;42.0755;16.99767;532
MEDITS-GSA18;2005;146;8;5;0.087;41.52542;17.162;544
